DATE       HOUR    Humedad
17/3/2019   18:40   78
17/3/2019   19:40   80
17/3/2019   20:40   75
17/3/2019   21:40   70
17/3/2019   22:40   60
17/3/2019   23:40   50
18/3/2019   0:40   40
18/3/2019   1:40   40
18/3/2019   2:40   40
18/3/2019   3:40   32
18/3/2019   4:40   32
18/3/2019   5:40   32
18/3/2019   6:40   33
18/3/2019   7:40   33
18/3/2019   8:40   33
18/3/2019   9:40   34
18/3/2019   10:40   34
18/3/2019   11:40   34
18/3/2019   12:40   70
18/3/2019   13:40   72
18/3/2019   14:40   72
18/3/2019   15:40   72
18/3/2019   16:40   72
18/3/2019   17:40   75
18/3/2019   18:40   78
18/3/2019   19:40   80
18/3/2019   20:40   75
18/3/2019   21:40   70
18/3/2019   22:40   60
18/3/2019   23:40   50
19/3/2019   0:40   40
19/3/2019   1:40   40
19/3/2019   2:40   40
19/3/2019   3:40   32
19/3/2019   4:40   32
19/3/2019   5:40   32
19/3/2019   6:40   33
19/3/2019   7:40   33
19/3/2019   8:40   33
19/3/2019   9:40   34
19/3/2019   10:40   34
19/3/2019   11:40   34
19/3/2019   12:40   70
19/3/2019   13:40   72
19/3/2019   14:40   72
19/3/2019   15:40   72
19/3/2019   16:40   72
19/3/2019   17:40   75
19/3/2019   18:40   78
19/3/2019   19:40   80
19/3/2019   20:40   75
19/3/2019   21:40   70
19/3/2019   22:40   60
19/3/2019   23:40   50
20/3/2019   0:40   40
20/3/2019   1:40   40
20/3/2019   2:40   40
20/3/2019   3:40   32
20/3/2019   4:40   32
20/3/2019   5:40   32
20/3/2019   6:40   33
20/3/2019   7:40   33
20/3/2019   8:40   33
20/3/2019   9:40   34
20/3/2019   10:40   34
20/3/2019   11:40   34
20/3/2019   12:40   70
20/3/2019   13:40   72
20/3/2019   14:40   72
20/3/2019   15:40   72
20/3/2019   16:40   72
20/3/2019   17:40   75
20/3/2019   18:40   78
20/3/2019   19:40   80
20/3/2019   20:40   75
20/3/2019   21:40   70
20/3/2019   22:40   60
20/3/2019   23:40   50
20/3/2019   0:40   40
21/3/2019   1:40   40
21/3/2019   2:40   40
21/3/2019   3:40   32
21/3/2019   4:40   32
21/3/2019   5:40   32
21/3/2019   6:40   33
21/3/2019   7:40   33
21/3/2019   8:40   33
21/3/2019   9:40   34
21/3/2019   10:40   34
21/3/2019   11:40   34
21/3/2019   12:40   70
21/3/2019   13:40   72
21/3/2019   14:40   72
21/3/2019   15:40   72
21/3/2019   16:40   72
21/3/2019   17:40   75
21/3/2019   18:40   78
21/3/2019   19:40   80
21/3/2019   20:40   75
21/3/2019   21:40   70
21/3/2019   22:40   60
21/3/2019   23:40   50
22/3/2019   0:40   40
22/3/2019   1:40   40
22/3/2019   2:40   40
22/3/2019   3:40   32
22/3/2019   4:40   32
22/3/2019   5:40   32
22/3/2019   6:40   33
22/3/2019   7:40   33
22/3/2019   8:40   33
22/3/2019   9:40   34
22/3/2019   10:40   34
22/3/2019   11:40   34
22/3/2019   12:40   70
22/3/2019   13:40   72
22/3/2019   14:40   72
22/3/2019   15:40   72
22/3/2019   16:40   72
22/3/2019   17:40   75
22/3/2019   18:40   78
22/3/2019   19:40   80
22/3/2019   20:40   75
22/3/2019   21:40   70
22/3/2019   22:40   60
22/3/2019   23:40   50
23/3/2019   0:40   40
23/3/2019   1:40   40
23/3/2019   2:40   40
23/3/2019   3:40   32
23/3/2019   4:40   32
23/3/2019   5:40   32
23/3/2019   6:40   33
23/3/2019   7:40   33
23/3/2019   8:40   33
23/3/2019   9:40   34
23/3/2019   10:40   34
23/3/2019   11:40   34
23/3/2019   12:40   70
23/3/2019   13:40   72
23/3/2019   14:40   72
23/3/2019   15:40   72
23/3/2019   16:40   72
23/3/2019   17:40   75
23/3/2019   18:40   78
23/3/2019   19:40   80
23/3/2019   20:40   75
23/3/2019   21:40   70
23/3/2019   22:40   60
23/3/2019   23:40   50
24/3/2019   0:40   40
24/3/2019   1:40   40
24/3/2019   2:40   40
24/3/2019   3:40   32
24/3/2019   4:40   32
24/3/2019   5:40   32
24/3/2019   6:40   33
24/3/2019   7:40   33
24/3/2019   8:40   33
24/3/2019   9:40   34
24/3/2019   10:40   34
24/3/2019   11:40   34
24/3/2019   12:40   70
24/3/2019   13:40   72
24/3/2019   14:40   72
24/3/2019   15:40   72
24/3/2019   16:40   72
24/3/2019   17:40   75
24/3/2019   18:40   78
24/3/2019   19:40   80
24/3/2019   20:40   75
24/3/2019   21:40   70
24/3/2019   22:40   60
24/3/2019   23:40   50
25/3/2019   0:40   40
25/3/2019   1:40   40
25/3/2019   2:40   40
25/3/2019   3:40   32
25/3/2019   4:40   32
25/3/2019   5:40   32
25/3/2019   6:40   33
25/3/2019   7:40   33
25/3/2019   8:40   33
25/3/2019   9:40   34
25/3/2019   10:40   34
25/3/2019   11:40   34
25/3/2019   12:40   70
25/3/2019   13:40   72
25/3/2019   14:40   72
25/3/2019   15:40   72
25/3/2019   16:40   72
25/3/2019   17:40   75
25/3/2019   18:40   78
25/3/2019   19:40   80
25/3/2019   20:40   75
25/3/2019   21:40   70
25/3/2019   22:40   60
25/3/2019   23:40   50
26/3/2019   0:40   40
26/3/2019   1:40   40
26/3/2019   2:40   40
26/3/2019   3:40   32
26/3/2019   4:40   32
26/3/2019   5:40   32
26/3/2019   6:40   33
26/3/2019   7:40   33
26/3/2019   8:40   33
26/3/2019   9:40   34
26/3/2019   10:40   34
26/3/2019   11:40   34
26/3/2019   12:40   70
26/3/2019   13:40   72
26/3/2019   14:40   72
26/3/2019   15:40   72
26/3/2019   16:40   72
26/3/2019   17:40   75
26/3/2019   18:40   78
26/3/2019   19:40   80
26/3/2019   20:40   75
26/3/2019   21:40   70
26/3/2019   22:40   60
26/3/2019   23:40   50
27/3/2019   0:40   40
27/3/2019   1:40   40
27/3/2019   2:40   40
27/3/2019   3:40   32
27/3/2019   4:40   32
27/3/2019   5:40   32
27/3/2019   6:40   33
27/3/2019   7:40   33
27/3/2019   8:40   33
27/3/2019   9:40   34
27/3/2019   10:40   34
27/3/2019   11:40   34
27/3/2019   12:40   70
27/3/2019   13:40   72
27/3/2019   14:40   72
27/3/2019   15:40   72
27/3/2019   16:40   72
27/3/2019   17:40   75
27/3/2019   18:40   78
27/3/2019   19:40   80
27/3/2019   20:40   75
27/3/2019   21:40   70
27/3/2019   22:40   60
27/3/2019   23:40   50
28/3/2019   0:40   40
28/3/2019   1:40   40
28/3/2019   2:40   40
28/3/2019   3:40   32
28/3/2019   4:40   32
28/3/2019   5:40   32
28/3/2019   6:40   33
28/3/2019   7:40   33
28/3/2019   8:40   33
28/3/2019   9:40   34
28/3/2019   10:40   34
28/3/2019   11:40   34
28/3/2019   12:40   70
28/3/2019   13:40   72
28/3/2019   14:40   72
28/3/2019   15:40   72
28/3/2019   16:40   72
28/3/2019   17:40   75
28/3/2019   18:40   78
28/3/2019   19:40   80
28/3/2019   20:40   75
28/3/2019   21:40   70
28/3/2019   22:40   60
28/3/2019   23:40   50
29/3/2019   0:40   40
29/3/2019   1:40   40
29/3/2019   2:40   40
29/3/2019   3:40   32
29/3/2019   4:40   32
29/3/2019   5:40   32
29/3/2019   6:40   33
29/3/2019   7:40   33
29/3/2019   8:40   33
29/3/2019   9:40   34
29/3/2019   10:40   34
29/3/2019   11:40   34
29/3/2019   12:40   70
29/3/2019   13:40   72
29/3/2019   14:40   72
29/3/2019   15:40   72
29/3/2019   16:40   72
29/3/2019   17:40   75
29/3/2019   18:40   78
29/3/2019   19:40   80
29/3/2019   20:40   75
29/3/2019   21:40   70
29/3/2019   22:40   60
29/3/2019   23:40   50
30/3/2019   0:40   40
30/3/2019   1:40   40
30/3/2019   2:40   40
30/3/2019   3:40   32
30/3/2019   4:40   32
30/3/2019   5:40   32
30/3/2019   6:40   33
30/3/2019   7:40   33
30/3/2019   8:40   33
30/3/2019   9:40   34
30/3/2019   10:40   34
30/3/2019   11:40   34
30/3/2019   12:40   70
30/3/2019   13:40   72
30/3/2019   14:40   72
30/3/2019   15:40   72
30/3/2019   16:40   72
30/3/2019   17:40   75
30/3/2019   18:40   78
30/3/2019   19:40   80
30/3/2019   20:40   75
30/3/2019   21:40   70
30/3/2019   22:40   60
30/3/2019   23:40   50
31/3/2019   0:40   40
31/3/2019   0:40   40
31/3/2019   1:40   40
31/3/2019   2:40   40
31/3/2019   3:40   32
31/3/2019   4:40   32
31/3/2019   5:40   32
31/3/2019   6:40   33
31/3/2019   7:40   33
31/3/2019   8:40   33
31/3/2019   9:40   34
31/3/2019   10:40   34
31/3/2019   11:40   34
31/3/2019   12:40   70
31/3/2019   13:40   72
31/3/2019   14:40   72
31/3/2019   15:40   72
31/3/2019   16:40   72
31/3/2019   17:40   75
31/3/2019   18:40   78
31/3/2019   19:40   80
31/3/2019   20:40   75
31/3/2019   21:40   70
31/3/2019   22:40   60
31/3/2019   23:40   50
31/3/2019   0:40   40
1/4/2019   0:40   40
1/4/2019   1:40   40
1/4/2019   2:40   40
1/4/2019   3:40   32
1/4/2019   4:40   32
1/4/2019   5:40   32
1/4/2019   6:40   33
1/4/2019   7:40   33
1/4/2019   8:40   33
1/4/2019   9:40   34
1/4/2019   10:40   34
1/4/2019   11:40   34
1/4/2019   12:40   70
1/4/2019   13:40   72
1/4/2019   14:40   72
1/4/2019   15:40   72
1/4/2019   16:40   72
1/4/2019   17:40   75
1/4/2019   18:40   78
1/4/2019   19:40   80
1/4/2019   20:40   75
1/4/2019   21:40   70
1/4/2019   22:40   60
1/4/2019   23:40   50
2/4/2019   0:40   40
2/4/2019   1:40   40
2/4/2019   2:40   40
2/4/2019   3:40   32
2/4/2019   4:40   32
2/4/2019   5:40   32
2/4/2019   6:40   33
2/4/2019   7:40   33
2/4/2019   8:40   33
2/4/2019   9:40   34
2/4/2019   10:40   34
2/4/2019   11:40   34
2/4/2019   12:40   70
2/4/2019   13:40   72
2/4/2019   14:40   72
2/4/2019   15:40   72
2/4/2019   16:40   72
2/4/2019   17:40   75
2/4/2019   18:40   78
2/4/2019   19:40   80
2/4/2019   20:40   75
2/4/2019   21:40   70
2/4/2019   22:40   60
2/4/2019   23:40   50
3/4/2019   0:40   40
3/4/2019   1:40   40
3/4/2019   2:40   40
3/4/2019   3:40   32
3/4/2019   4:40   32
3/4/2019   5:40   32
3/4/2019   6:40   33
3/4/2019   7:40   33
3/4/2019   8:40   33
3/4/2019   9:40   34
3/4/2019   10:40   34
3/4/2019   11:40   34
3/4/2019   12:40   70
3/4/2019   13:40   72
3/4/2019   14:40   72
3/4/2019   15:40   72
3/4/2019   16:40   72
3/4/2019   17:40   75
3/4/2019   18:40   78
3/4/2019   19:40   80
3/4/2019   20:40   75
3/4/2019   21:40   70
3/4/2019   22:40   60
3/4/2019   23:40   50
4/4/2019   0:40   40
4/4/2019   1:40   40
4/4/2019   2:40   40
4/4/2019   3:40   32
4/4/2019   4:40   32
4/4/2019   5:40   32
4/4/2019   6:40   33
4/4/2019   7:40   33
4/4/2019   8:40   33
4/4/2019   9:40   34
4/4/2019   10:40   34
4/4/2019   11:40   34
4/4/2019   12:40   70
4/4/2019   13:40   72
4/4/2019   14:40   72
4/4/2019   15:40   72
4/4/2019   16:40   72
4/4/2019   17:40   75
4/4/2019   18:40   78
4/4/2019   19:40   80
4/4/2019   20:40   75
4/4/2019   21:40   70
4/4/2019   22:40   60
4/4/2019   23:40   50
5/4/2019   0:40   40
5/4/2019   1:40   40
5/4/2019   2:40   40
5/4/2019   3:40   32
5/4/2019   4:40   32
5/4/2019   5:40   32
5/4/2019   6:40   33
5/4/2019   7:40   33
5/4/2019   8:40   33
5/4/2019   9:40   34
5/4/2019   10:40   34
5/4/2019   11:40   34
5/4/2019   12:40   70
5/4/2019   13:40   72
5/4/2019   14:40   72
5/4/2019   15:40   72
5/4/2019   16:40   72
5/4/2019   17:40   75
5/4/2019   18:40   78
5/4/2019   19:40   80
5/4/2019   20:40   75
5/4/2019   21:40   70
5/4/2019   22:40   60
5/4/2019   23:40   50
6/4/2019   0:40   40
6/4/2019   1:40   40
6/4/2019   2:40   40
6/4/2019   3:40   32
6/4/2019   4:40   32
6/4/2019   5:40   32
6/4/2019   6:40   33
6/4/2019   7:40   33
6/4/2019   8:40   33
6/4/2019   9:40   34
6/4/2019   10:40   34
6/4/2019   11:40   34
6/4/2019   12:40   70
6/4/2019   13:40   72
6/4/2019   14:40   72
6/4/2019   15:40   72
6/4/2019   16:40   72
6/4/2019   17:40   75
6/4/2019   18:40   78
6/4/2019   19:40   80
6/4/2019   20:40   75
6/4/2019   21:40   70
6/4/2019   22:40   60
6/4/2019   23:40   50
7/4/2019   0:40   40
7/4/2019   1:40   40
7/4/2019   2:40   40
7/4/2019   3:40   32
7/4/2019   4:40   32
7/4/2019   5:40   32
7/4/2019   6:40   33
7/4/2019   7:40   33
7/4/2019   8:40   33
7/4/2019   9:40   34
7/4/2019   10:40   34
7/4/2019   11:40   34
7/4/2019   12:40   70
7/4/2019   13:40   72
7/4/2019   14:40   72
7/4/2019   15:40   72
7/4/2019   16:40   72
7/4/2019   17:40   75
7/4/2019   18:40   78
1/4/2019   19:40   80
7/4/2019   20:40   75
7/4/2019   21:40   70
7/4/2019   22:40   60
7/4/2019   23:40   50
8/4/2019   0:40   40
8/4/2019   1:40   40
8/4/2019   2:40   40
8/4/2019   3:40   32
8/4/2019   4:40   32
8/4/2019   5:40   32
8/4/2019   6:40   33
8/4/2019   7:40   33
8/4/2019   8:40   33
8/4/2019   9:40   34
8/4/2019   10:40   34
8/4/2019   11:40   34
8/4/2019   12:40   70
8/4/2019   13:40   72
8/4/2019   14:40   72
8/4/2019   15:40   72
8/4/2019   16:40   72
8/4/2019   17:40   75
8/4/2019   18:40   78
8/4/2019   19:40   80
8/4/2019   20:40   75
8/4/2019   21:40   70
8/4/2019   22:40   60
8/4/2019   23:40   50
9/4/2019   0:40   40
9/4/2019   1:40   40
9/4/2019   2:40   40
9/4/2019   3:40   32
9/4/2019   4:40   32
9/4/2019   5:40   32
9/4/2019   6:40   33
9/4/2019   7:40   33
9/4/2019   8:40   33
9/4/2019   9:40   34
9/4/2019   10:40   34
9/4/2019   11:40   34
9/4/2019   12:40   70
9/4/2019   13:40   72
9/4/2019   14:40   72
9/4/2019   15:40   72
9/4/2019   16:40   72
9/4/2019   17:40   75
9/4/2019   18:40   78
9/4/2019   19:40   80
9/4/2019   20:40   75
9/4/2019   21:40   70
9/4/2019   22:40   60
9/4/2019   23:40   50
10/4/2019   0:40   40
10/4/2019   1:40   40
10/4/2019   2:40   40
10/4/2019   3:40   32
10/4/2019   4:40   32
10/4/2019   5:40   32
10/4/2019   6:40   33
10/4/2019   7:40   33
10/4/2019   8:40   33
10/4/2019   9:40   34
10/4/2019   10:40   34
10/4/2019   11:40   34
10/4/2019   12:40   70
10/4/2019   13:40   72
10/4/2019   14:40   72
10/4/2019   15:40   72
10/4/2019   16:40   72
10/4/2019   17:40   75
10/4/2019   18:40   78
10/4/2019   19:40   80
10/4/2019   20:40   75
10/4/2019   21:40   70
10/4/2019   22:40   60
10/4/2019   23:40   50
10/4/2019   0:40   40
11/4/2019   1:40   40
11/4/2019   2:40   40
11/4/2019   3:40   32
11/4/2019   4:40   32
11/4/2019   5:40   32
11/4/2019   6:40   33
11/4/2019   7:40   33
11/4/2019   8:40   33
11/4/2019   9:40   34
11/4/2019   10:40   34
11/4/2019   11:40   34
11/4/2019   12:40   70
11/4/2019   13:40   72
11/4/2019   14:40   72
11/4/2019   15:40   72
11/4/2019   16:40   72
11/4/2019   17:40   75
11/4/2019   18:40   78
11/4/2019   19:40   80
11/4/2019   20:40   75
11/4/2019   21:40   70
11/4/2019   22:40   60
11/4/2019   23:40   50
12/4/2019   0:40   40
12/4/2019   1:40   40
12/4/2019   2:40   40
12/4/2019   3:40   32
12/4/2019   4:40   32
12/4/2019   5:40   32
12/4/2019   6:40   33
12/4/2019   7:40   33
12/4/2019   8:40   33
12/4/2019   9:40   34
12/4/2019   10:40   34
12/4/2019   11:40   34
12/4/2019   12:40   70
12/4/2019   13:40   72
12/4/2019   14:40   72
12/4/2019   15:40   72
12/4/2019   16:40   72
12/4/2019   17:40   75
12/4/2019   18:40   78
12/4/2019   19:40   80
12/4/2019   20:40   75
12/4/2019   21:40   70
12/4/2019   22:40   60
12/4/2019   23:40   50
13/4/2019   0:40   40
13/4/2019   1:40   40
13/4/2019   2:40   40
13/4/2019   3:40   32
13/4/2019   4:40   32
13/4/2019   5:40   32
13/4/2019   6:40   33
13/4/2019   7:40   33
13/4/2019   8:40   33
13/4/2019   9:40   34
13/4/2019   10:40   34
13/4/2019   11:40   34
13/4/2019   12:40   70
13/4/2019   13:40   72
13/4/2019   14:40   72
13/4/2019   15:40   72
13/4/2019   16:40   72
13/4/2019   17:40   75
13/4/2019   18:40   78
13/4/2019   19:40   80
13/4/2019   20:40   75
13/4/2019   21:40   70
13/4/2019   22:40   60
13/4/2019   23:40   50
14/4/2019   0:40   40
14/4/2019   1:40   40
14/4/2019   2:40   40
14/4/2019   3:40   32
14/4/2019   4:40   32
14/4/2019   5:40   32
14/4/2019   6:40   33
14/4/2019   7:40   33
14/4/2019   8:40   33
14/4/2019   9:40   34
14/4/2019   10:40   34
14/4/2019   11:40   34
14/4/2019   12:40   70
14/4/2019   13:40   72
14/4/2019   14:40   72
14/4/2019   15:40   72
14/4/2019   16:40   72
14/4/2019   17:40   75
14/4/2019   18:40   78
14/4/2019   19:40   80
14/4/2019   20:40   75
14/4/2019   21:40   70
14/4/2019   22:40   60
14/4/2019   23:40   50
15/4/2019   0:40   40
15/4/2019   1:40   40
15/4/2019   2:40   40
15/4/2019   3:40   32
15/4/2019   4:40   32
15/4/2019   5:40   32
15/4/2019   6:40   33
15/4/2019   7:40   33
15/4/2019   8:40   33
15/4/2019   9:40   34
15/4/2019   10:40   34
15/4/2019   11:40   34
15/4/2019   12:40   70
15/4/2019   13:40   72
15/4/2019   14:40   72
15/4/2019   15:40   72
15/4/2019   16:40   72
15/4/2019   17:40   75
15/4/2019   18:40   78
15/4/2019   19:40   80
15/4/2019   20:40   75
15/4/2019   21:40   70
15/4/2019   22:40   60
15/4/2019   23:40   50
16/4/2019   0:40   40
16/4/2019   1:40   40
16/4/2019   2:40   40
16/4/2019   3:40   32
16/4/2019   4:40   32
16/4/2019   5:40   32
16/4/2019   6:40   33
16/4/2019   7:40   33
16/4/2019   8:40   33
16/4/2019   9:40   34
16/4/2019   10:40   34
16/4/2019   11:40   34
16/4/2019   12:40   70
16/4/2019   13:40   72
16/4/2019   14:40   72
16/4/2019   15:40   72
16/4/2019   16:40   72
16/4/2019   17:40   75
16/4/2019   18:40   78
16/4/2019   19:40   80
16/4/2019   20:40   75
16/4/2019   21:40   70
16/4/2019   22:40   60
16/4/2019   23:40   50
17/4/2019   0:40   40
17/4/2019   1:40   40
17/4/2019   2:40   40
17/4/2019   3:40   32
17/4/2019   4:40   32
17/4/2019   5:40   32
17/4/2019   6:40   33
17/4/2019   7:40   33
17/4/2019   8:40   33
17/4/2019   9:40   34
17/4/2019   10:40   34
17/4/2019   11:40   34
17/4/2019   12:40   70
17/4/2019   13:40   72
17/4/2019   14:40   72
17/4/2019   15:40   72
17/4/2019   16:40   72
17/4/2019   17:40   75
17/4/2019   18:40   78
17/4/2019   19:40   80
17/4/2019   20:40   75
17/4/2019   21:40   70
17/4/2019   22:40   60
17/4/2019   23:40   50
18/4/2019   0:40   40
18/4/2019   1:40   40
18/4/2019   2:40   40
18/4/2019   3:40   32
18/4/2019   4:40   32
18/4/2019   5:40   32
18/4/2019   6:40   33
18/4/2019   7:40   33
18/4/2019   8:40   33
18/4/2019   9:40   34
18/4/2019   10:40   34
18/4/2019   11:40   34
18/4/2019   12:40   70
18/4/2019   13:40   72
18/4/2019   14:40   72
18/4/2019   15:40   72
18/4/2019   16:40   72
18/4/2019   17:40   75
18/4/2019   18:40   78
18/4/2019   19:40   80
18/4/2019   20:40   75
18/4/2019   21:40   70
18/4/2019   22:40   60
18/4/2019   23:40   50
19/4/2019   0:40   40
19/4/2019   1:40   40
19/4/2019   2:40   40
19/4/2019   3:40   32
19/4/2019   4:40   32
19/4/2019   5:40   32
19/4/2019   6:40   33
19/4/2019   7:40   33
19/4/2019   8:40   33
19/4/2019   9:40   34
19/4/2019   10:40   34
19/4/2019   11:40   34
19/4/2019   12:40   70
19/4/2019   13:40   72
19/4/2019   14:40   72
19/4/2019   15:40   72
19/4/2019   16:40   72
19/4/2019   17:40   75
19/4/2019   18:40   78
19/4/2019   19:40   80
19/4/2019   20:40   75
19/4/2019   21:40   70
19/4/2019   22:40   60
19/4/2019   23:40   50
20/4/2019   0:40   40
20/4/2019   1:40   40
20/4/2019   2:40   40
20/4/2019   3:40   32
20/4/2019   4:40   32
20/4/2019   5:40   32
20/4/2019   6:40   33
20/4/2019   7:40   33
20/4/2019   8:40   33
20/4/2019   9:40   34
20/4/2019   10:40   34
20/4/2019   11:40   34
20/4/2019   12:40   70
20/4/2019   13:40   72
20/4/2019   14:40   72
20/4/2019   15:40   72
20/4/2019   16:40   72
20/4/2019   17:40   75
20/4/2019   18:40   78
20/4/2019   19:40   80
20/4/2019   20:40   75
20/4/2019   21:40   70
20/4/2019   22:40   60
20/4/2019   23:40   50
20/4/2019   0:40   40
21/4/2019   1:40   40
21/4/2019   2:40   40
21/4/2019   3:40   32
21/4/2019   4:40   32
21/4/2019   5:40   32
21/4/2019   6:40   33
21/4/2019   7:40   33
21/4/2019   8:40   33
21/4/2019   9:40   34
21/4/2019   10:40   34
21/4/2019   11:40   34
21/4/2019   12:40   70
21/4/2019   13:40   72
21/4/2019   14:40   72
21/4/2019   15:40   72
21/4/2019   16:40   72
21/4/2019   17:40   75
21/4/2019   18:40   78
21/4/2019   19:40   80
21/4/2019   20:40   75
21/4/2019   21:40   70
21/4/2019   22:40   60
21/4/2019   23:40   50
22/4/2019   0:40   40
22/4/2019   1:40   40
22/4/2019   2:40   40
22/4/2019   3:40   32
22/4/2019   4:40   32
22/4/2019   5:40   32
22/4/2019   6:40   33
22/4/2019   7:40   33
22/4/2019   8:40   33
22/4/2019   9:40   34
22/4/2019   10:40   34
22/4/2019   11:40   34
22/4/2019   12:40   70
22/4/2019   13:40   72
22/4/2019   14:40   72
22/4/2019   15:40   72
22/4/2019   16:40   72
22/4/2019   17:40   75
22/4/2019   18:40   78
22/4/2019   19:40   80
22/4/2019   20:40   75
22/4/2019   21:40   70
22/4/2019   22:40   60
22/4/2019   23:40   50
23/4/2019   0:40   40
23/4/2019   1:40   40
23/4/2019   2:40   40
23/4/2019   3:40   32
23/4/2019   4:40   32
23/4/2019   5:40   32
23/4/2019   6:40   33
23/4/2019   7:40   33
23/4/2019   8:40   33
23/4/2019   9:40   34
23/4/2019   10:40   34
23/4/2019   11:40   34
23/4/2019   12:40   70
23/4/2019   13:40   72
23/4/2019   14:40   72
23/4/2019   15:40   72
23/4/2019   16:40   72
23/4/2019   17:40   75
23/4/2019   18:40   78
23/4/2019   19:40   80
23/4/2019   20:40   75
23/4/2019   21:40   70
23/4/2019   22:40   60
23/4/2019   23:40   50
24/4/2019   0:40   40
24/4/2019   1:40   40
24/4/2019   2:40   40
24/4/2019   3:40   32
24/4/2019   4:40   32
24/4/2019   5:40   32
24/4/2019   6:40   33
24/4/2019   7:40   33
24/4/2019   8:40   33
24/4/2019   9:40   34
24/4/2019   10:40   34
24/4/2019   11:40   34
24/4/2019   12:40   70
24/4/2019   13:40   72
24/4/2019   14:40   72
24/4/2019   15:40   72
24/4/2019   16:40   72
24/4/2019   17:40   75
24/4/2019   18:40   78
24/4/2019   19:40   80
24/4/2019   20:40   75
24/4/2019   21:40   70
24/4/2019   22:40   60
24/4/2019   23:40   50
25/4/2019   0:40   40
25/4/2019   1:40   40
25/4/2019   2:40   40
25/4/2019   3:40   32
25/4/2019   4:40   32
25/4/2019   5:40   32
25/4/2019   6:40   33
25/4/2019   7:40   33
25/4/2019   8:40   33
25/4/2019   9:40   34
25/4/2019   10:40   34
25/4/2019   11:40   34
25/4/2019   12:40   70
25/4/2019   13:40   72
25/4/2019   14:40   72
25/4/2019   15:40   72
25/4/2019   16:40   72
25/4/2019   17:40   75
25/4/2019   18:40   78
25/4/2019   19:40   80
25/4/2019   20:40   75
25/4/2019   21:40   70
25/4/2019   22:40   60
25/4/2019   23:40   50
26/4/2019   0:40   40
26/4/2019   1:40   40
26/4/2019   2:40   40
26/4/2019   3:40   32
26/4/2019   4:40   32
26/4/2019   5:40   32
26/4/2019   6:40   33
26/4/2019   7:40   33
26/4/2019   8:40   33
26/4/2019   9:40   34
26/4/2019   10:40   34
26/4/2019   11:40   34
26/4/2019   12:40   70
26/4/2019   13:40   72
26/4/2019   14:40   72
26/4/2019   15:40   72
26/4/2019   16:40   72
26/4/2019   17:40   75
26/4/2019   18:40   78
26/4/2019   19:40   80
26/4/2019   20:40   75
26/4/2019   21:40   70
26/4/2019   22:40   60
26/4/2019   23:40   50
27/4/2019   0:40   40
27/4/2019   1:40   40
27/4/2019   2:40   40
27/4/2019   3:40   32
27/4/2019   4:40   32
27/4/2019   5:40   32
27/4/2019   6:40   33
27/4/2019   7:40   33
27/4/2019   8:40   33
27/4/2019   9:40   34
27/4/2019   10:40   34
27/4/2019   11:40   34
27/4/2019   12:40   70
27/4/2019   13:40   72
27/4/2019   14:40   72
27/4/2019   15:40   72
27/4/2019   16:40   72
27/4/2019   17:40   75
27/4/2019   18:40   78
27/4/2019   19:40   80
27/4/2019   20:40   75
27/4/2019   21:40   70
27/4/2019   22:40   60
27/4/2019   23:40   50
28/4/2019   0:40   40
28/4/2019   1:40   40
28/4/2019   2:40   40
28/4/2019   3:40   32
28/4/2019   4:40   32
28/4/2019   5:40   32
28/4/2019   6:40   33
28/4/2019   7:40   33
28/4/2019   8:40   33
28/4/2019   9:40   34
28/4/2019   10:40   34
28/4/2019   11:40   34
28/4/2019   12:40   70
28/4/2019   13:40   72
28/4/2019   14:40   72
28/4/2019   15:40   72
28/4/2019   16:40   72
28/4/2019   17:40   75
28/4/2019   18:40   78
28/4/2019   19:40   80
28/4/2019   20:40   75
28/4/2019   21:40   70
28/4/2019   22:40   60
28/4/2019   23:40   50
29/4/2019   0:40   40
29/4/2019   1:40   40
29/4/2019   2:40   40
29/4/2019   3:40   32
29/4/2019   4:40   32
29/4/2019   5:40   32
29/4/2019   6:40   33
29/4/2019   7:40   33
29/4/2019   8:40   33
29/4/2019   9:40   34
29/4/2019   10:40   34
29/4/2019   11:40   34
29/4/2019   12:40   70
29/4/2019   13:40   72
29/4/2019   14:40   72
29/4/2019   15:40   72
29/4/2019   16:40   72
29/4/2019   17:40   75
29/4/2019   18:40   78
29/4/2019   19:40   80
29/4/2019   20:40   75
29/4/2019   21:40   70
29/4/2019   22:40   60
29/4/2019   23:40   50
30/4/2019   0:40   40
30/4/2019   1:40   40
30/4/2019   2:40   40
30/4/2019   3:40   32
30/4/2019   4:40   32
30/4/2019   5:40   32
30/4/2019   6:40   33
30/4/2019   7:40   33
30/4/2019   8:40   33
30/4/2019   9:40   34
30/4/2019   10:40   34
30/4/2019   11:40   34
30/4/2019   12:40   70
30/4/2019   13:40   72
30/4/2019   14:40   72
30/4/2019   15:40   72
30/4/2019   16:40   72
30/4/2019   17:40   75
30/4/2019   18:40   78
30/4/2019   19:40   80
30/4/2019   20:40   75
30/4/2019   21:40   70
30/4/2019   22:40   60
30/4/2019   23:40   50
30/4/2019   0:40   40
1/5/2019   0:40   40
1/5/2019   1:40   40
1/5/2019   2:40   40
1/5/2019   3:40   32
1/5/2019   4:40   32
1/5/2019   5:40   32
1/5/2019   6:40   33
1/5/2019   7:40   33
1/5/2019   8:40   33
1/5/2019   9:40   34
