DATE       HOUR    Temperatura
17/3/2019   8:20   5
17/3/2019   9:20   0
17/3/2019   10:20   -5
17/3/2019   11:20   -10
17/3/2019   12:20   -5
17/3/2019   13:20   0
17/3/2019   14:20   5
17/3/2019   15:20   10
17/3/2019   16:20   15
17/3/2019   17:20   20
17/3/2019   18:20   25
17/3/2019   19:20   20
17/3/2019   20:20   15
17/3/2019   21:20   10
17/3/2019   22:20   5
17/3/2019   23:20   0
18/3/2019   0:20   5
18/3/2019   1:20   10
18/3/2019   2:20   15
18/3/2019   3:20   20
18/3/2019   4:20   25
18/3/2019   5:20   20
18/3/2019   6:20   15
18/3/2019   7:20   10
18/3/2019   8:20   5
18/3/2019   9:20   0
18/3/2019   10:20   -5
18/3/2019   11:20   -10
18/3/2019   12:20   -5
18/3/2019   13:20   0
18/3/2019   14:20   5
18/3/2019   15:20   10
18/3/2019   16:20   15
18/3/2019   17:20   20
18/3/2019   18:20   25
18/3/2019   19:20   20
18/3/2019   20:20   15
18/3/2019   21:20   10
18/3/2019   22:20   5
18/3/2019   23:20   0
19/3/2019   0:20   5
19/3/2019   1:20   10
19/3/2019   2:20   15
19/3/2019   3:20   20
19/3/2019   4:20   25
19/3/2019   5:20   20
19/3/2019   6:20   15
19/3/2019   7:20   10
19/3/2019   8:20   5
19/3/2019   9:20   0
19/3/2019   10:20   -5
19/3/2019   11:20   -10
19/3/2019   12:20   -5
19/3/2019   13:20   0
19/3/2019   14:20   5
19/3/2019   15:20   10
19/3/2019   16:20   15
19/3/2019   17:20   20
19/3/2019   18:20   25
19/3/2019   19:20   20
19/3/2019   20:20   15
19/3/2019   21:20   10
19/3/2019   22:20   5
19/3/2019   23:20   0
20/3/2019   0:20   5
20/3/2019   1:20   10
20/3/2019   2:20   15
20/3/2019   3:20   20
20/3/2019   4:20   25
20/3/2019   5:20   20
20/3/2019   6:20   15
20/3/2019   7:20   10
20/3/2019   8:20   5
20/3/2019   9:20   0
20/3/2019   10:20   -5
20/3/2019   11:20   -10
20/3/2019   12:20   -5
20/3/2019   13:20   0
20/3/2019   14:20   5
20/3/2019   15:20   10
20/3/2019   16:20   15
20/3/2019   17:20   20
20/3/2019   18:20   25
20/3/2019   19:20   20
20/3/2019   20:20   15
20/3/2019   21:20   10
20/3/2019   22:20   5
20/3/2019   23:20   0
20/3/2019   0:20   5
21/3/2019   1:20   10
21/3/2019   2:20   15
21/3/2019   3:20   20
21/3/2019   4:20   25
21/3/2019   5:20   20
21/3/2019   6:20   15
21/3/2019   7:20   10
21/3/2019   8:20   5
21/3/2019   9:20   0
21/3/2019   10:20   -5
21/3/2019   11:20   -10
21/3/2019   12:20   -5
21/3/2019   13:20   0
21/3/2019   14:20   5
21/3/2019   15:20   10
21/3/2019   16:20   15
21/3/2019   17:20   20
21/3/2019   18:20   25
21/3/2019   19:20   20
21/3/2019   20:20   15
21/3/2019   21:20   10
21/3/2019   22:20   5
21/3/2019   23:20   0
22/3/2019   0:20   5
22/3/2019   1:20   10
22/3/2019   2:20   15
22/3/2019   3:20   20
22/3/2019   4:20   25
22/3/2019   5:20   20
22/3/2019   6:20   15
22/3/2019   7:20   10
22/3/2019   8:20   5
22/3/2019   9:20   0
22/3/2019   10:20   -5
22/3/2019   11:20   -10
22/3/2019   12:20   -5
22/3/2019   13:20   0
22/3/2019   14:20   5
22/3/2019   15:20   10
22/3/2019   16:20   15
22/3/2019   17:20   20
22/3/2019   18:20   25
22/3/2019   19:20   20
22/3/2019   20:20   15
22/3/2019   21:20   10
22/3/2019   22:20   5
22/3/2019   23:20   0
23/3/2019   0:20   5
23/3/2019   1:20   10
23/3/2019   2:20   15
23/3/2019   3:20   20
23/3/2019   4:20   25
23/3/2019   5:20   20
23/3/2019   6:20   15
23/3/2019   7:20   10
23/3/2019   8:20   5
23/3/2019   9:20   0
23/3/2019   10:20   -5
23/3/2019   11:20   -10
23/3/2019   12:20   -5
23/3/2019   13:20   0
23/3/2019   14:20   5
23/3/2019   15:20   10
23/3/2019   16:20   15
23/3/2019   17:20   20
23/3/2019   18:20   25
23/3/2019   19:20   20
23/3/2019   20:20   15
23/3/2019   21:20   10
23/3/2019   22:20   5
23/3/2019   23:20   0
24/3/2019   0:20   5
24/3/2019   1:20   10
24/3/2019   2:20   15
24/3/2019   3:20   20
24/3/2019   4:20   25
24/3/2019   5:20   20
24/3/2019   6:20   15
24/3/2019   7:20   10
24/3/2019   8:20   5
24/3/2019   9:20   0
24/3/2019   10:20   -5
24/3/2019   11:20   -10
24/3/2019   12:20   -5
24/3/2019   13:20   0
24/3/2019   14:20   5
24/3/2019   15:20   10
24/3/2019   16:20   15
24/3/2019   17:20   20
24/3/2019   18:20   25
24/3/2019   19:20   20
24/3/2019   20:20   15
24/3/2019   21:20   10
24/3/2019   22:20   5
24/3/2019   23:20   0
25/3/2019   0:20   5
25/3/2019   1:20   10
25/3/2019   2:20   15
25/3/2019   3:20   20
25/3/2019   4:20   25
25/3/2019   5:20   20
25/3/2019   6:20   15
25/3/2019   7:20   10
25/3/2019   8:20   5
25/3/2019   9:20   0
25/3/2019   10:20   -5
25/3/2019   11:20   -10
25/3/2019   12:20   -5
25/3/2019   13:20   0
25/3/2019   14:20   5
25/3/2019   15:20   10
25/3/2019   16:20   15
25/3/2019   17:20   20
25/3/2019   18:20   25
25/3/2019   19:20   20
25/3/2019   20:20   15
25/3/2019   21:20   10
25/3/2019   22:20   5
25/3/2019   23:20   0
26/3/2019   0:20   5
26/3/2019   1:20   10
26/3/2019   2:20   15
26/3/2019   3:20   20
26/3/2019   4:20   25
26/3/2019   5:20   20
26/3/2019   6:20   15
26/3/2019   7:20   10
26/3/2019   8:20   5
26/3/2019   9:20   0
26/3/2019   10:20   -5
26/3/2019   11:20   -10
26/3/2019   12:20   -5
26/3/2019   13:20   0
26/3/2019   14:20   5
26/3/2019   15:20   10
26/3/2019   16:20   15
26/3/2019   17:20   20
26/3/2019   18:20   25
26/3/2019   19:20   20
26/3/2019   20:20   15
26/3/2019   21:20   10
26/3/2019   22:20   5
26/3/2019   23:20   0
27/3/2019   0:20   5
27/3/2019   1:20   10
27/3/2019   2:20   15
27/3/2019   3:20   20
27/3/2019   4:20   25
27/3/2019   5:20   20
27/3/2019   6:20   15
27/3/2019   7:20   10
27/3/2019   8:20   5
27/3/2019   9:20   0
27/3/2019   10:20   -5
27/3/2019   11:20   -10
27/3/2019   12:20   -5
27/3/2019   13:20   0
27/3/2019   14:20   5
27/3/2019   15:20   10
27/3/2019   16:20   15
27/3/2019   17:20   20
27/3/2019   18:20   25
27/3/2019   19:20   20
27/3/2019   20:20   15
27/3/2019   21:20   10
27/3/2019   22:20   5
27/3/2019   23:20   0
28/3/2019   0:20   5
28/3/2019   1:20   10
28/3/2019   2:20   15
28/3/2019   3:20   20
28/3/2019   4:20   25
28/3/2019   5:20   20
28/3/2019   6:20   15
28/3/2019   7:20   10
28/3/2019   8:20   5
28/3/2019   9:20   0
28/3/2019   10:20   -5
28/3/2019   11:20   -10
28/3/2019   12:20   -5
28/3/2019   13:20   0
28/3/2019   14:20   5
28/3/2019   15:20   10
28/3/2019   16:20   15
28/3/2019   17:20   20
28/3/2019   18:20   25
28/3/2019   19:20   20
28/3/2019   20:20   15
28/3/2019   21:20   10
28/3/2019   22:20   5
28/3/2019   23:20   0
29/3/2019   0:20   5
29/3/2019   1:20   10
29/3/2019   2:20   15
29/3/2019   3:20   20
29/3/2019   4:20   25
29/3/2019   5:20   20
29/3/2019   6:20   15
29/3/2019   7:20   10
29/3/2019   8:20   5
29/3/2019   9:20   0
29/3/2019   10:20   -5
29/3/2019   11:20   -10
29/3/2019   12:20   -5
29/3/2019   13:20   0
29/3/2019   14:20   5
29/3/2019   15:20   10
29/3/2019   16:20   15
29/3/2019   17:20   20
29/3/2019   18:20   25
29/3/2019   19:20   20
29/3/2019   20:20   15
29/3/2019   21:20   10
29/3/2019   22:20   5
29/3/2019   23:20   0
30/3/2019   0:20   5
30/3/2019   1:20   10
30/3/2019   2:20   15
30/3/2019   3:20   20
30/3/2019   4:20   25
30/3/2019   5:20   20
30/3/2019   6:20   15
30/3/2019   7:20   10
30/3/2019   8:20   5
30/3/2019   9:20   0
30/3/2019   10:20   -5
30/3/2019   11:20   -10
30/3/2019   12:20   -5
30/3/2019   13:20   0
30/3/2019   14:20   5
30/3/2019   15:20   10
30/3/2019   16:20   15
30/3/2019   17:20   20
30/3/2019   18:20   25
30/3/2019   19:20   20
30/3/2019   20:20   15
30/3/2019   21:20   10
30/3/2019   22:20   5
30/3/2019   23:20   0
31/3/2019   0:20   5
31/3/2019   0:20   5
31/3/2019   1:20   10
31/3/2019   2:20   15
31/3/2019   3:20   20
31/3/2019   4:20   25
31/3/2019   5:20   20
31/3/2019   6:20   15
31/3/2019   7:20   10
31/3/2019   8:20   5
31/3/2019   9:20   0
31/3/2019   10:20   -5
31/3/2019   11:20   -10
31/3/2019   12:20   -5
31/3/2019   13:20   0
31/3/2019   14:20   5
31/3/2019   15:20   10
31/3/2019   16:20   15
31/3/2019   17:20   20
31/3/2019   18:20   25
31/3/2019   19:20   20
31/3/2019   20:20   15
31/3/2019   21:20   10
31/3/2019   22:20   5
31/3/2019   23:20   0
31/3/2019   0:20   5
1/4/2019   0:20   5
1/4/2019   1:20   10
1/4/2019   2:20   15
1/4/2019   3:20   20
1/4/2019   4:20   25
1/4/2019   5:20   20
1/4/2019   6:20   15
1/4/2019   7:20   10
1/4/2019   8:20   5
1/4/2019   9:20   0
1/4/2019   10:20   -5
1/4/2019   11:20   -10
1/4/2019   12:20   -5
1/4/2019   13:20   0
1/4/2019   14:20   5
1/4/2019   15:20   10
1/4/2019   16:20   15
1/4/2019   17:20   20
1/4/2019   18:20   25
1/4/2019   19:20   20
1/4/2019   20:20   15
1/4/2019   21:20   10
1/4/2019   22:20   5
1/4/2019   23:20   0
2/4/2019   0:20   5
2/4/2019   1:20   10
2/4/2019   2:20   15
2/4/2019   3:20   20
2/4/2019   4:20   25
2/4/2019   5:20   20
2/4/2019   6:20   15
2/4/2019   7:20   10
2/4/2019   8:20   5
2/4/2019   9:20   0
2/4/2019   10:20   -5
2/4/2019   11:20   -10
2/4/2019   12:20   -5
2/4/2019   13:20   0
2/4/2019   14:20   5
2/4/2019   15:20   10
2/4/2019   16:20   15
2/4/2019   17:20   20
2/4/2019   18:20   25
2/4/2019   19:20   20
2/4/2019   20:20   15
2/4/2019   21:20   10
2/4/2019   22:20   5
2/4/2019   23:20   0
3/4/2019   0:20   5
3/4/2019   1:20   10
3/4/2019   2:20   15
3/4/2019   3:20   20
3/4/2019   4:20   25
3/4/2019   5:20   20
3/4/2019   6:20   15
3/4/2019   7:20   10
3/4/2019   8:20   5
3/4/2019   9:20   0
3/4/2019   10:20   -5
3/4/2019   11:20   -10
3/4/2019   12:20   -5
3/4/2019   13:20   0
3/4/2019   14:20   5
3/4/2019   15:20   10
3/4/2019   16:20   15
3/4/2019   17:20   20
3/4/2019   18:20   25
3/4/2019   19:20   20
3/4/2019   20:20   15
3/4/2019   21:20   10
3/4/2019   22:20   5
3/4/2019   23:20   0
4/4/2019   0:20   5
4/4/2019   1:20   10
4/4/2019   2:20   15
4/4/2019   3:20   20
4/4/2019   4:20   25
4/4/2019   5:20   20
4/4/2019   6:20   15
4/4/2019   7:20   10
4/4/2019   8:20   5
4/4/2019   9:20   0
4/4/2019   10:20   -5
4/4/2019   11:20   -10
4/4/2019   12:20   -5
4/4/2019   13:20   0
4/4/2019   14:20   5
4/4/2019   15:20   10
4/4/2019   16:20   15
4/4/2019   17:20   20
4/4/2019   18:20   25
4/4/2019   19:20   20
4/4/2019   20:20   15
4/4/2019   21:20   10
4/4/2019   22:20   5
4/4/2019   23:20   0
5/4/2019   0:20   5
5/4/2019   1:20   10
5/4/2019   2:20   15
5/4/2019   3:20   20
5/4/2019   4:20   25
5/4/2019   5:20   20
5/4/2019   6:20   15
5/4/2019   7:20   10
5/4/2019   8:20   5
5/4/2019   9:20   0
5/4/2019   10:20   -5
5/4/2019   11:20   -10
5/4/2019   12:20   -5
5/4/2019   13:20   0
5/4/2019   14:20   5
5/4/2019   15:20   10
5/4/2019   16:20   15
5/4/2019   17:20   20
5/4/2019   18:20   25
5/4/2019   19:20   20
5/4/2019   20:20   15
5/4/2019   21:20   10
5/4/2019   22:20   5
5/4/2019   23:20   0
6/4/2019   0:20   5
6/4/2019   1:20   10
6/4/2019   2:20   15
6/4/2019   3:20   20
6/4/2019   4:20   25
6/4/2019   5:20   20
6/4/2019   6:20   15
6/4/2019   7:20   10
6/4/2019   8:20   5
6/4/2019   9:20   0
6/4/2019   10:20   -5
6/4/2019   11:20   -10
6/4/2019   12:20   -5
6/4/2019   13:20   0
6/4/2019   14:20   5
6/4/2019   15:20   10
6/4/2019   16:20   15
6/4/2019   17:20   20
6/4/2019   18:20   25
6/4/2019   19:20   20
6/4/2019   20:20   15
6/4/2019   21:20   10
6/4/2019   22:20   5
6/4/2019   23:20   0
7/4/2019   0:20   5
7/4/2019   1:20   10
7/4/2019   2:20   15
7/4/2019   3:20   20
7/4/2019   4:20   25
7/4/2019   5:20   20
7/4/2019   6:20   15
7/4/2019   7:20   10
7/4/2019   8:20   5
7/4/2019   9:20   0
7/4/2019   10:20   -5
7/4/2019   11:20   -10
7/4/2019   12:20   -5
7/4/2019   13:20   0
7/4/2019   14:20   5
7/4/2019   15:20   10
7/4/2019   16:20   15
7/4/2019   17:20   20
7/4/2019   18:20   25
1/4/2019   19:20   20
7/4/2019   20:20   15
7/4/2019   21:20   10
7/4/2019   22:20   5
7/4/2019   23:20   0
8/4/2019   0:20   5
8/4/2019   1:20   10
8/4/2019   2:20   15
8/4/2019   3:20   20
8/4/2019   4:20   25
8/4/2019   5:20   20
8/4/2019   6:20   15
8/4/2019   7:20   10
8/4/2019   8:20   5
8/4/2019   9:20   0
8/4/2019   10:20   -5
8/4/2019   11:20   -10
8/4/2019   12:20   -5
8/4/2019   13:20   0
8/4/2019   14:20   5
8/4/2019   15:20   10
8/4/2019   16:20   15
8/4/2019   17:20   20
8/4/2019   18:20   25
8/4/2019   19:20   20
8/4/2019   20:20   15
8/4/2019   21:20   10
8/4/2019   22:20   5
8/4/2019   23:20   0
9/4/2019   0:20   5
9/4/2019   1:20   10
9/4/2019   2:20   15
9/4/2019   3:20   20
9/4/2019   4:20   25
9/4/2019   5:20   20
9/4/2019   6:20   15
9/4/2019   7:20   10
9/4/2019   8:20   5
9/4/2019   9:20   0
9/4/2019   10:20   -5
9/4/2019   11:20   -10
9/4/2019   12:20   -5
9/4/2019   13:20   0
9/4/2019   14:20   5
9/4/2019   15:20   10
9/4/2019   16:20   15
9/4/2019   17:20   20
9/4/2019   18:20   25
9/4/2019   19:20   20
9/4/2019   20:20   15
9/4/2019   21:20   10
9/4/2019   22:20   5
9/4/2019   23:20   0
10/4/2019   0:20   5
10/4/2019   1:20   10
10/4/2019   2:20   15
10/4/2019   3:20   20
10/4/2019   4:20   25
10/4/2019   5:20   20
10/4/2019   6:20   15
10/4/2019   7:20   10
10/4/2019   8:20   5
10/4/2019   9:20   0
10/4/2019   10:20   -5
10/4/2019   11:20   -10
10/4/2019   12:20   -5
10/4/2019   13:20   0
10/4/2019   14:20   5
10/4/2019   15:20   10
10/4/2019   16:20   15
10/4/2019   17:20   20
10/4/2019   18:20   25
10/4/2019   19:20   20
10/4/2019   20:20   15
10/4/2019   21:20   10
10/4/2019   22:20   5
10/4/2019   23:20   0
10/4/2019   0:20   5
11/4/2019   1:20   10
11/4/2019   2:20   15
11/4/2019   3:20   20
11/4/2019   4:20   25
11/4/2019   5:20   20
11/4/2019   6:20   15
11/4/2019   7:20   10
11/4/2019   8:20   5
11/4/2019   9:20   0
11/4/2019   10:20   -5
11/4/2019   11:20   -10
11/4/2019   12:20   -5
11/4/2019   13:20   0
11/4/2019   14:20   5
11/4/2019   15:20   10
11/4/2019   16:20   15
11/4/2019   17:20   20
11/4/2019   18:20   25
11/4/2019   19:20   20
11/4/2019   20:20   15
11/4/2019   21:20   10
11/4/2019   22:20   5
11/4/2019   23:20   0
12/4/2019   0:20   5
12/4/2019   1:20   10
12/4/2019   2:20   15
12/4/2019   3:20   20
12/4/2019   4:20   25
12/4/2019   5:20   20
12/4/2019   6:20   15
12/4/2019   7:20   10
12/4/2019   8:20   5
12/4/2019   9:20   0
12/4/2019   10:20   -5
12/4/2019   11:20   -10
12/4/2019   12:20   -5
12/4/2019   13:20   0
12/4/2019   14:20   5
12/4/2019   15:20   10
12/4/2019   16:20   15
12/4/2019   17:20   20
12/4/2019   18:20   25
12/4/2019   19:20   20
12/4/2019   20:20   15
12/4/2019   21:20   10
12/4/2019   22:20   5
12/4/2019   23:20   0
13/4/2019   0:20   5
13/4/2019   1:20   10
13/4/2019   2:20   15
13/4/2019   3:20   20
13/4/2019   4:20   25
13/4/2019   5:20   20
13/4/2019   6:20   15
13/4/2019   7:20   10
13/4/2019   8:20   5
13/4/2019   9:20   0
13/4/2019   10:20   -5
13/4/2019   11:20   -10
13/4/2019   12:20   -5
13/4/2019   13:20   0
13/4/2019   14:20   5
13/4/2019   15:20   10
13/4/2019   16:20   15
13/4/2019   17:20   20
13/4/2019   18:20   25
13/4/2019   19:20   20
13/4/2019   20:20   15
13/4/2019   21:20   10
13/4/2019   22:20   5
13/4/2019   23:20   0
14/4/2019   0:20   5
14/4/2019   1:20   10
14/4/2019   2:20   15
14/4/2019   3:20   20
14/4/2019   4:20   25
14/4/2019   5:20   20
14/4/2019   6:20   15
14/4/2019   7:20   10
14/4/2019   8:20   5
14/4/2019   9:20   0
14/4/2019   10:20   -5
14/4/2019   11:20   -10
14/4/2019   12:20   -5
14/4/2019   13:20   0
14/4/2019   14:20   5
14/4/2019   15:20   10
14/4/2019   16:20   15
14/4/2019   17:20   20
14/4/2019   18:20   25
14/4/2019   19:20   20
14/4/2019   20:20   15
14/4/2019   21:20   10
14/4/2019   22:20   5
14/4/2019   23:20   0
15/4/2019   0:20   5
15/4/2019   1:20   10
15/4/2019   2:20   15
15/4/2019   3:20   20
15/4/2019   4:20   25
15/4/2019   5:20   20
15/4/2019   6:20   15
15/4/2019   7:20   10
15/4/2019   8:20   5
15/4/2019   9:20   0
15/4/2019   10:20   -5
15/4/2019   11:20   -10
15/4/2019   12:20   -5
15/4/2019   13:20   0
15/4/2019   14:20   5
15/4/2019   15:20   10
15/4/2019   16:20   15
15/4/2019   17:20   20
15/4/2019   18:20   25
15/4/2019   19:20   20
15/4/2019   20:20   15
15/4/2019   21:20   10
15/4/2019   22:20   5
15/4/2019   23:20   0
16/4/2019   0:20   5
16/4/2019   1:20   10
16/4/2019   2:20   15
16/4/2019   3:20   20
16/4/2019   4:20   25
16/4/2019   5:20   20
16/4/2019   6:20   15
16/4/2019   7:20   10
16/4/2019   8:20   5
16/4/2019   9:20   0
16/4/2019   10:20   -5
16/4/2019   11:20   -10
16/4/2019   12:20   -5
16/4/2019   13:20   0
16/4/2019   14:20   5
16/4/2019   15:20   10
16/4/2019   16:20   15
16/4/2019   17:20   20
16/4/2019   18:20   25
16/4/2019   19:20   20
16/4/2019   20:20   15
16/4/2019   21:20   10
16/4/2019   22:20   5
16/4/2019   23:20   0
17/4/2019   0:20   5
17/4/2019   1:20   10
17/4/2019   2:20   15
17/4/2019   3:20   20
17/4/2019   4:20   25
17/4/2019   5:20   20
17/4/2019   6:20   15
17/4/2019   7:20   10
17/4/2019   8:20   5
17/4/2019   9:20   0
17/4/2019   10:20   -5
17/4/2019   11:20   -10
17/4/2019   12:20   -5
17/4/2019   13:20   0
17/4/2019   14:20   5
17/4/2019   15:20   10
17/4/2019   16:20   15
17/4/2019   17:20   20
17/4/2019   18:20   25
17/4/2019   19:20   20
17/4/2019   20:20   15
17/4/2019   21:20   10
17/4/2019   22:20   5
17/4/2019   23:20   0
18/4/2019   0:20   5
18/4/2019   1:20   10
18/4/2019   2:20   15
18/4/2019   3:20   20
18/4/2019   4:20   25
18/4/2019   5:20   20
18/4/2019   6:20   15
18/4/2019   7:20   10
18/4/2019   8:20   5
18/4/2019   9:20   0
18/4/2019   10:20   -5
18/4/2019   11:20   -10
18/4/2019   12:20   -5
18/4/2019   13:20   0
18/4/2019   14:20   5
18/4/2019   15:20   10
18/4/2019   16:20   15
18/4/2019   17:20   20
18/4/2019   18:20   25
18/4/2019   19:20   20
18/4/2019   20:20   15
18/4/2019   21:20   10
18/4/2019   22:20   5
18/4/2019   23:20   0
19/4/2019   0:20   5
19/4/2019   1:20   10
19/4/2019   2:20   15
19/4/2019   3:20   20
19/4/2019   4:20   25
19/4/2019   5:20   20
19/4/2019   6:20   15
19/4/2019   7:20   10
19/4/2019   8:20   5
19/4/2019   9:20   0
19/4/2019   10:20   -5
19/4/2019   11:20   -10
19/4/2019   12:20   -5
19/4/2019   13:20   0
19/4/2019   14:20   5
19/4/2019   15:20   10
19/4/2019   16:20   15
19/4/2019   17:20   20
19/4/2019   18:20   25
19/4/2019   19:20   20
19/4/2019   20:20   15
19/4/2019   21:20   10
19/4/2019   22:20   5
19/4/2019   23:20   0
20/4/2019   0:20   5
20/4/2019   1:20   10
20/4/2019   2:20   15
20/4/2019   3:20   20
20/4/2019   4:20   25
20/4/2019   5:20   20
20/4/2019   6:20   15
20/4/2019   7:20   10
20/4/2019   8:20   5
20/4/2019   9:20   0
20/4/2019   10:20   -5
20/4/2019   11:20   -10
20/4/2019   12:20   -5
20/4/2019   13:20   0
20/4/2019   14:20   5
20/4/2019   15:20   10
20/4/2019   16:20   15
20/4/2019   17:20   20
20/4/2019   18:20   25
20/4/2019   19:20   20
20/4/2019   20:20   15
20/4/2019   21:20   10
20/4/2019   22:20   5
20/4/2019   23:20   0
20/4/2019   0:20   5
21/4/2019   1:20   10
21/4/2019   2:20   15
21/4/2019   3:20   20
21/4/2019   4:20   25
21/4/2019   5:20   20
21/4/2019   6:20   15
21/4/2019   7:20   10
21/4/2019   8:20   5
21/4/2019   9:20   0
21/4/2019   10:20   -5
21/4/2019   11:20   -10
21/4/2019   12:20   -5
21/4/2019   13:20   0
21/4/2019   14:20   5
21/4/2019   15:20   10
21/4/2019   16:20   15
21/4/2019   17:20   20
21/4/2019   18:20   25
21/4/2019   19:20   20
21/4/2019   20:20   15
21/4/2019   21:20   10
21/4/2019   22:20   5
21/4/2019   23:20   0
22/4/2019   0:20   5
22/4/2019   1:20   10
22/4/2019   2:20   15
22/4/2019   3:20   20
22/4/2019   4:20   25
22/4/2019   5:20   20
22/4/2019   6:20   15
22/4/2019   7:20   10
22/4/2019   8:20   5
22/4/2019   9:20   0
22/4/2019   10:20   -5
22/4/2019   11:20   -10
22/4/2019   12:20   -5
22/4/2019   13:20   0
22/4/2019   14:20   5
22/4/2019   15:20   10
22/4/2019   16:20   15
22/4/2019   17:20   20
22/4/2019   18:20   25
22/4/2019   19:20   20
22/4/2019   20:20   15
22/4/2019   21:20   10
22/4/2019   22:20   5
22/4/2019   23:20   0
23/4/2019   0:20   5
23/4/2019   1:20   10
23/4/2019   2:20   15
23/4/2019   3:20   20
23/4/2019   4:20   25
23/4/2019   5:20   20
23/4/2019   6:20   15
23/4/2019   7:20   10
23/4/2019   8:20   5
23/4/2019   9:20   0
23/4/2019   10:20   -5
23/4/2019   11:20   -10
23/4/2019   12:20   -5
23/4/2019   13:20   0
23/4/2019   14:20   5
23/4/2019   15:20   10
23/4/2019   16:20   15
23/4/2019   17:20   20
23/4/2019   18:20   25
23/4/2019   19:20   20
23/4/2019   20:20   15
23/4/2019   21:20   10
23/4/2019   22:20   5
23/4/2019   23:20   0
24/4/2019   0:20   5
24/4/2019   1:20   10
24/4/2019   2:20   15
24/4/2019   3:20   20
24/4/2019   4:20   25
24/4/2019   5:20   20
24/4/2019   6:20   15
24/4/2019   7:20   10
24/4/2019   8:20   5
24/4/2019   9:20   0
24/4/2019   10:20   -5
24/4/2019   11:20   -10
24/4/2019   12:20   -5
24/4/2019   13:20   0
24/4/2019   14:20   5
24/4/2019   15:20   10
24/4/2019   16:20   15
24/4/2019   17:20   20
24/4/2019   18:20   25
24/4/2019   19:20   20
24/4/2019   20:20   15
24/4/2019   21:20   10
24/4/2019   22:20   5
24/4/2019   23:20   0
25/4/2019   0:20   5
25/4/2019   1:20   10
25/4/2019   2:20   15
25/4/2019   3:20   20
25/4/2019   4:20   25
25/4/2019   5:20   20
25/4/2019   6:20   15
25/4/2019   7:20   10
25/4/2019   8:20   5
25/4/2019   9:20   0
25/4/2019   10:20   -5
25/4/2019   11:20   -10
25/4/2019   12:20   -5
25/4/2019   13:20   0
25/4/2019   14:20   5
25/4/2019   15:20   10
25/4/2019   16:20   15
25/4/2019   17:20   20
25/4/2019   18:20   25
25/4/2019   19:20   20
25/4/2019   20:20   15
25/4/2019   21:20   10
25/4/2019   22:20   5
25/4/2019   23:20   0
26/4/2019   0:20   5
26/4/2019   1:20   10
26/4/2019   2:20   15
26/4/2019   3:20   20
26/4/2019   4:20   25
26/4/2019   5:20   20
26/4/2019   6:20   15
26/4/2019   7:20   10
26/4/2019   8:20   5
26/4/2019   9:20   0
26/4/2019   10:20   -5
26/4/2019   11:20   -10
26/4/2019   12:20   -5
26/4/2019   13:20   0
26/4/2019   14:20   5
26/4/2019   15:20   10
26/4/2019   16:20   15
26/4/2019   17:20   20
26/4/2019   18:20   25
26/4/2019   19:20   20
26/4/2019   20:20   15
26/4/2019   21:20   10
26/4/2019   22:20   5
26/4/2019   23:20   0
27/4/2019   0:20   5
27/4/2019   1:20   10
27/4/2019   2:20   15
27/4/2019   3:20   20
27/4/2019   4:20   25
27/4/2019   5:20   20
27/4/2019   6:20   15
27/4/2019   7:20   10
27/4/2019   8:20   5
27/4/2019   9:20   0
27/4/2019   10:20   -5
27/4/2019   11:20   -10
27/4/2019   12:20   -5
27/4/2019   13:20   0
27/4/2019   14:20   5
27/4/2019   15:20   10
27/4/2019   16:20   15
27/4/2019   17:20   20
27/4/2019   18:20   25
27/4/2019   19:20   20
27/4/2019   20:20   15
27/4/2019   21:20   10
27/4/2019   22:20   5
27/4/2019   23:20   0
28/4/2019   0:20   5
28/4/2019   1:20   10
28/4/2019   2:20   15
28/4/2019   3:20   20
28/4/2019   4:20   25
28/4/2019   5:20   20
28/4/2019   6:20   15
28/4/2019   7:20   10
28/4/2019   8:20   5
28/4/2019   9:20   0
28/4/2019   10:20   -5
28/4/2019   11:20   -10
28/4/2019   12:20   -5
28/4/2019   13:20   0
28/4/2019   14:20   5
28/4/2019   15:20   10
28/4/2019   16:20   15
28/4/2019   17:20   20
28/4/2019   18:20   25
28/4/2019   19:20   20
28/4/2019   20:20   15
28/4/2019   21:20   10
28/4/2019   22:20   5
28/4/2019   23:20   0
29/4/2019   0:20   5
29/4/2019   1:20   10
29/4/2019   2:20   15
29/4/2019   3:20   20
29/4/2019   4:20   25
29/4/2019   5:20   20
29/4/2019   6:20   15
29/4/2019   7:20   10
29/4/2019   8:20   5
29/4/2019   9:20   0
29/4/2019   10:20   -5
29/4/2019   11:20   -10
29/4/2019   12:20   -5
29/4/2019   13:20   0
29/4/2019   14:20   5
29/4/2019   15:20   10
29/4/2019   16:20   15
29/4/2019   17:20   20
29/4/2019   18:20   25
29/4/2019   19:20   20
29/4/2019   20:20   15
29/4/2019   21:20   10
29/4/2019   22:20   5
29/4/2019   23:20   0
30/4/2019   0:20   5
30/4/2019   1:20   10
30/4/2019   2:20   15
30/4/2019   3:20   20
30/4/2019   4:20   25
30/4/2019   5:20   20
30/4/2019   6:20   15
30/4/2019   7:20   10
30/4/2019   8:20   5
30/4/2019   9:20   0
30/4/2019   10:20   -5
30/4/2019   11:20   -10
30/4/2019   12:20   -5
30/4/2019   13:20   0
30/4/2019   14:20   5
